0,313,168052,14.642916
0,333,168052,14.765304
0,279,168052,14.908443
1,313,168052,14.536912
1,333,168052,14.625306
1,350,168052,14.834259
2,313,168052,14.724840
2,333,168052,14.742176
2,350,168052,14.986479
3,313,168052,14.401633
3,333,168052,14.438833
3,350,168052,14.592794
4,333,168052,14.382094
4,350,168052,14.528729
4,313,168052,14.616018
5,333,168052,14.489452
5,313,168052,14.617683
5,350,168052,14.652879
6,313,168052,14.599869
6,279,168052,14.640393
6,333,168052,14.700488
7,350,168052,14.321569
7,333,168052,14.388379
7,351,168052,14.466485
8,333,168052,14.094133
8,313,168052,14.123449
8,350,168052,14.424877
9,351,168052,13.233736
9,350,168052,13.953543
9,313,168052,14.135322
10,351,168052,13.604717
10,350,168052,14.078365
10,313,168052,14.165940
11,351,168052,14.098885
11,313,168052,14.423807
11,350,168052,14.456911
12,351,168052,13.926038
12,333,168052,14.395858
12,278,168052,14.467699
13,351,168052,12.996725
13,350,168052,13.585560
13,333,168052,14.101478
14,351,168052,13.428450
14,333,168052,14.062481
14,350,168052,14.073618
15,351,168052,13.411850
15,333,168052,13.768122
15,313,168052,13.812363
16,278,168052,11.863949
16,313,168052,12.035790
16,279,168052,12.287247
17,278,168052,11.693527
17,281,168052,12.004556
17,280,168052,12.331206
18,278,168052,11.731617
18,280,168052,12.145130
18,281,168052,12.266244
19,278,168052,9.673849
19,281,168052,9.800031
19,279,168052,10.279460
20,350,168052,13.674643
20,351,168052,13.795721
20,335,168052,13.815607
21,280,168052,13.769517
21,281,168052,13.823781
21,246,168052,14.096788
22,278,168052,10.211896
22,280,168052,10.389215
22,246,168052,10.488478
23,111,168050,10.867704
23,246,168052,11.533237
23,110,168050,11.533955
24,111,168050,10.254863
24,110,168050,11.045849
24,115,168050,11.564582
25,110,168050,10.209471
25,111,168050,10.325920
25,109,168050,11.435063
26,111,168050,8.920148
26,110,168050,9.663507
26,114,168050,10.536946
27,281,168052,10.258693
27,280,168052,10.344844
27,127,168050,10.909288
28,247,168052,10.343993
28,281,168052,10.461104
28,280,168052,10.791533
29,281,168052,10.382546
29,115,168050,10.812801
29,280,168052,10.919419
30,287,168052,10.699490
30,290,168052,11.026472
30,281,168052,11.486012
31,111,168050,10.500016
31,110,168050,10.909815
31,287,168052,11.560604
32,287,168052,6.212106
32,269,168052,6.344747
32,260,168052,6.850051
33,275,168052,5.442748
33,269,168052,5.747581
33,276,168052,5.911494
34,290,168052,3.740947
34,287,168052,3.748014
34,285,168052,4.514554
35,290,168052,3.443125
35,287,168052,4.070189
35,280,168052,4.102379
36,281,168052,4.040755
36,280,168052,4.321257
36,287,168052,4.629574
37,281,168052,4.467291
37,280,168052,4.936444
37,260,168052,5.974201
38,280,168052,2.326435
38,281,168052,2.773751
38,288,168052,3.303477
39,280,168052,2.733283
39,281,168052,2.994438
39,288,168052,3.645557
40,280,168052,2.483070
40,281,168052,3.162072
40,279,168052,3.282676
41,280,168052,2.464799
41,281,168052,3.111716
41,279,168052,3.177848
42,280,168052,2.336674
42,281,168052,2.929563
42,276,168052,3.327150
43,280,168052,2.590234
43,281,168052,2.988792
43,279,168052,3.526659
44,280,168052,2.515109
44,281,168052,3.143591
44,288,168052,3.499520
45,313,168052,4.480468
45,310,168052,4.827401
45,304,168052,5.038852
46,313,168052,3.504216
46,310,168052,4.357132
46,304,168052,4.530048
47,333,168052,3.714173
47,313,168052,4.177607
47,335,168052,4.305243
48,333,168052,5.187930
48,335,168052,5.613496
48,351,168052,5.674635
49,333,168052,4.866343
49,351,168052,4.944747
49,350,168052,5.031965
50,333,168052,3.247956
50,335,168052,3.465354
50,302,168052,4.011071
51,335,168052,3.604538
51,334,168052,4.424818
51,319,168052,4.676534
52,333,168052,4.478469
52,335,168052,4.506717
52,334,168052,5.041233
53,335,168052,4.479225
53,334,168052,4.758123
53,319,168052,4.889139
54,319,168052,5.354893
54,318,168052,5.686235
54,317,168052,6.063572
55,355,168052,5.968633
55,350,168052,6.577437
55,354,168052,6.641894
56,127,168050,6.787814
56,140,168050,7.289185
56,355,168052,7.669888
57,139,168050,6.142063
57,138,168050,6.354418
57,140,168050,6.525839
58,140,168050,5.462269
58,139,168050,5.970694
58,161,168050,6.679648
59,161,168050,8.096418
59,160,168050,8.411315
59,140,168050,8.740528
60,161,168050,6.333295
60,160,168050,7.201390
60,140,168050,7.338922
61,140,168050,9.496787
61,166,168050,9.606500
61,139,168050,9.885744
62,161,168050,12.176598
62,160,168050,12.433950
62,170,168050,12.453683
63,318,168052,11.860479
63,319,168052,11.959583
63,317,168052,12.538309
64,198,168050,12.016000
64,318,168052,12.047442
64,170,168050,12.478225
65,281,168052,11.036016
65,280,168052,11.455303
65,287,168052,11.778838
66,287,168052,12.572121
66,290,168052,13.118417
66,318,168052,13.524896
67,166,168050,13.473820
67,170,168050,13.964831
67,161,168050,14.227342
68,166,168050,11.834272
68,170,168050,12.660110
68,165,168050,12.938441
69,166,168050,13.868296
69,170,168050,14.086415
69,198,168050,14.503505
70,166,168050,17.684017
70,170,168050,18.136911
70,140,168050,18.338608
71,140,168050,18.741632
71,127,168050,19.065989
71,166,168050,19.075027
72,166,168050,16.102381
72,170,168050,17.140035
72,165,168050,17.357651
73,166,168050,16.305797
73,165,168050,17.395595
73,167,168050,17.596614
74,140,168050,15.845850
74,402,168046,16.166411
74,401,168046,16.184314
75,161,168050,18.924256
75,170,168050,19.057625
75,287,168052,19.227743
76,166,168050,14.504848
76,165,168050,15.684502
76,161,168050,15.942262
77,287,168052,16.552966
77,166,168050,17.627312
77,285,168052,17.744747
78,287,168052,15.497466
78,366,168046,15.994117
78,380,168046,16.152664
79,166,168050,12.175018
79,165,168050,13.304286
79,170,168050,13.485162
80,395,168046,17.000786
80,387,168046,17.140414
80,392,168046,17.643325
81,400,168046,14.458571
81,395,168046,15.067333
81,399,168046,15.447501
82,287,168052,14.295933
82,285,168052,15.548497
82,397,168046,15.849184
83,402,168046,13.636001
83,401,168046,13.884748
83,397,168046,14.301290
84,399,168046,13.615065
84,400,168046,13.801857
84,401,168046,14.123118
85,399,168046,13.796929
85,402,168046,13.980663
85,401,168046,14.087500
86,402,168046,12.838077
86,400,168046,13.447387
86,401,168046,13.662916
87,399,168046,10.095451
87,402,168046,10.453213
87,401,168046,10.671541
88,393,168046,8.327702
88,395,168046,8.545111
88,387,168046,8.559189
89,395,168046,5.839615
89,393,168046,6.319963
89,400,168046,6.376104
90,395,168046,4.641709
90,387,168046,5.003976
90,393,168046,5.128854
91,380,168046,8.167053
91,379,168046,8.358283
91,387,168046,9.134612
92,401,168046,4.989511
92,400,168046,5.190383
92,402,168046,5.601547
93,366,168046,7.133306
93,400,168046,7.554654
93,401,168046,7.664376
94,366,168046,7.373137
94,367,168046,7.393070
94,365,168046,7.813793
95,366,168046,6.248455
95,367,168046,6.641080
95,365,168046,6.813783
96,400,168046,6.468220
96,401,168046,6.852156
96,398,168046,7.225431
97,402,168046,7.001515
97,401,168046,7.025513
97,400,168046,7.039649
98,400,168046,11.638493
98,401,168046,12.428312
98,398,168046,12.506477
99,399,168046,10.535416
99,401,168046,10.808648
99,400,168046,10.966276
100,399,168046,9.157694
100,402,168046,9.719758
100,401,168046,10.033655
101,402,168046,9.804730
101,399,168046,10.563993
101,401,168046,10.619431
102,399,168046,10.932831
102,401,168046,11.325272
102,398,168046,11.651663
103,400,168046,11.675154
103,402,168046,12.241231
103,401,168046,12.366422
104,400,168046,14.226938
104,399,168046,14.300983
104,398,168046,14.869066
105,399,168046,12.372791
105,400,168046,12.402004
105,397,168046,12.877623
106,402,168046,13.390765
106,401,168046,13.508366
106,399,168046,13.641876
107,402,168046,12.996481
107,400,168046,13.714405
107,401,168046,13.962044
108,403,168044,10.540063
108,400,168046,13.205934
108,380,168046,13.428705
109,403,168044,14.279474
109,400,168046,15.587974
109,380,168046,15.711692
110,399,168046,13.482672
110,400,168046,14.097219
110,398,168046,14.333837
111,399,168046,14.381899
111,401,168046,14.505185
111,402,168046,14.534125
112,402,168046,15.380338
112,401,168046,15.701479
112,399,168046,15.795369
113,397,168046,17.311275
113,384,168046,17.624612
113,399,168046,17.636308
114,399,168046,20.600843
114,401,168046,20.827746
114,397,168046,21.187623
115,321,168052,21.337875
115,399,168046,21.658298
115,401,168046,22.002236
116,375,168052,21.007059
116,393,168052,21.109932
116,387,168052,21.286813
117,287,168052,17.972525
117,300,168052,18.661127
117,285,168052,19.086389
118,18,168049,17.386023
118,29,168049,17.654144
118,4,168049,17.741610
119,403,168044,12.664464
119,4,168049,14.745126
119,20,168049,15.428080
120,403,168044,8.583555
120,4,168049,12.521438
120,18,168049,13.655612
121,403,168044,5.703448
121,4,168049,12.667037
121,3,168049,13.130420
122,403,168044,6.971318
122,3,168049,11.738475
122,2,168049,12.949412
123,403,168044,7.886996
123,3,168049,10.789783
123,2,168049,11.869211
124,4,168049,9.511778
124,2,168049,10.470574
124,3,168049,10.475230
125,403,168044,9.020294
125,4,168049,12.212017
125,2,168049,13.245520
126,403,168044,8.085162
126,111,168043,11.047196
126,110,168043,11.163587
127,403,168044,6.353612
127,111,168043,10.985133
127,95,168043,11.115297
128,73,168043,9.355028
128,66,168043,9.536760
128,95,168043,9.581683
129,66,168043,7.171542
129,79,168043,7.686349
129,78,168043,8.105439
130,73,168043,8.246123
130,71,168043,8.464287
130,75,168043,8.769528
131,74,168043,9.055274
131,93,168043,9.399901
131,73,168043,9.558238
132,75,168043,9.096208
132,74,168043,9.480214
132,93,168043,9.536275
133,7,168049,8.426833
133,11,168049,8.995244
133,8,168049,9.001708
134,3,168049,7.676849
134,7,168049,8.390652
134,11,168049,8.423542
135,4,168049,7.008914
135,3,168049,7.215476
135,2,168049,7.381439
136,4,168049,6.609092
136,10,168049,6.618836
136,11,168049,6.636569
137,4,168049,6.316070
137,10,168049,6.392292
137,11,168049,6.631114
138,7,168049,5.057369
138,8,168049,5.184249
138,5,168049,6.285745
139,4,168049,4.874082
139,2,168049,6.005152
139,10,168049,6.447869
140,11,168049,5.443394
140,7,168049,5.697601
140,3,168049,6.072759
141,4,168049,8.710181
141,11,168049,9.228256
141,2,168049,9.244887
142,7,168049,5.652910
142,8,168049,6.009634
142,6,168049,6.375662
143,8,168049,6.073783
143,7,168049,6.569985
143,11,168049,7.012706
144,8,168049,6.420733
144,7,168049,7.031241
144,6,168049,7.689196
145,8,168049,9.553479
145,7,168049,9.613942
145,5,168049,10.976565
146,7,168049,7.906430
146,8,168049,8.323271
146,6,168049,9.183200
147,6,168043,17.918149
147,7,168043,18.124242
147,10,168043,18.331291
148,7,168049,10.644022
148,8,168049,10.915830
148,11,168049,11.337282
149,6,168043,19.026453
149,10,168043,19.154727
149,4,168043,19.582225
150,4,168043,22.162450
150,10,168043,23.161768
150,2,168043,23.448469
151,10,168043,25.400708
151,4,168043,25.480043
151,6,168043,25.639024
152,6,168043,25.310441
152,7,168043,25.475139
152,8,168043,25.529785
153,4,168043,23.665895
153,2,168043,24.742275
153,10,168043,25.129452
154,4,168043,25.228126
154,2,168043,26.451492
154,3,168043,26.890116
155,393,168052,26.189456
155,388,168052,26.634983
155,389,168052,26.772480
156,4,168049,13.686886
156,8,168049,14.011070
156,10,168049,14.026656
157,4,168049,12.555513
157,2,168049,13.092574
157,10,168049,13.403844
158,4,168049,18.682871
