0,313,168052,14.6429160410143
0,333,168052,14.7653043689759
0,279,168052,14.9084432455736
1,313,168052,14.536912133108
1,333,168052,14.6253061781719
1,350,168052,14.8342594858293
2,313,168052,14.7248395998234
2,333,168052,14.7421756255339
2,350,168052,14.9864793702893
3,313,168052,14.4016325024946
3,333,168052,14.4388334882614
3,350,168052,14.5927941392543
4,333,168052,14.3820939230698
4,350,168052,14.5287286586613
4,313,168052,14.6160183421173
5,333,168052,14.4894522866751
5,313,168052,14.6176834139677
5,350,168052,14.6528787007001
6,313,168052,14.5998687722785
6,279,168052,14.640393378785
6,333,168052,14.7004882192157
7,350,168052,14.321569184113
7,333,168052,14.3883789203454
7,351,168052,14.4664845046786
8,333,168052,14.0941328252014
8,313,168052,14.1234491762362
8,350,168052,14.4248767898473
9,351,168052,13.2337360963604
9,350,168052,13.9535425691155
9,313,168052,14.1353219332989
